Units Sold,Unit Price,Total Revenue,Rating,Reviews,year,month,day,Product Category_Books,Product Category_Clothing,Product Category_Electronics,Product Category_Home Appliances,Product Category_Sports,Region_Europe,Region_North America,Payment Method_Debit Card,Payment Method_PayPal
1,699.95,699.95,5,My home is now a cafe! The learning curve is steep but so worth it.,2024,12,4,False,False,False,True,False,False,True,False,False
1,79.9,79.9,4,So packable and warm for its weight. Perfect for travel.,2024,12,4,False,True,False,False,False,False,False,False,True
2,12.99,25.98,5,A masterpiece of science fiction. The world-building is unparalleled.,2024,12,4,True,False,False,False,False,True,False,True,False
1,28.0,28.0,2,Did nothing for my damaged hair. A complete waste of money for me.,2024,12,5,False,False,False,False,False,False,True,False,False
1,449.99,449.99,5,Incredible running watch. The GPS is accurate and the data insights are superb.,2024,12,5,False,False,False,False,True,False,False,False,True
3,49.99,149.97,4,Surprisingly good sound for its size. Great for smart home control.,2024,12,5,False,False,True,False,False,True,False,False,False
1,599.99,599.99,1,It constantly gets stuck under my furniture. Not as smart as advertised.,2024,12,5,False,False,False,True,False,False,True,True,False
1,120.0,120.0,0,This sweater started pilling horribly after the first wash. Poor quality.,2024,12,5,False,True,False,False,False,False,False,False,False
1,11.99,11.99,5,Life-changing book. The strategies are practical and actually work.,2024,12,5,True,False,False,False,False,True,False,False,True
1,34.0,34.0,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.,2024,12,5,False,False,False,False,False,False,True,True,False
1,199.0,199.0,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.,2024,12,5,False,False,False,False,True,False,False,False,False
2,99.99,199.98,4,This has simplified my weeknight cooking so much. Very versatile.,2024,12,5,False,False,False,True,False,False,True,False,False
1,199.95,199.95,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.,2024,12,5,False,True,False,False,False,False,False,True,False
2,13.99,27.98,4,A poignant and beautifully written story from a unique perspective.,2024,12,5,True,False,False,False,False,True,False,False,False
1,68.0,68.0,2,This broke me out terribly. Not suitable for my sensitive skin.,2024,12,5,False,False,False,False,False,False,True,False,True
1,24.99,24.99,4,Great grip and feel for outdoor courts. Holds up well on concrete.,2024,12,5,False,False,False,False,True,False,False,False,False
1,499.99,499.99,5,Finally got one! The graphics and load times are a game-changer.,2024,12,5,False,False,True,False,False,True,False,True,False
1,179.99,179.99,1,Stopped working after two weeks. The door hinge also feels flimsy.,2024,12,5,False,False,False,True,False,False,True,False,False
1,13.5,13.5,4,A beautiful and thought-provoking concept. A very enjoyable read.,2024,12,5,True,False,False,False,False,True,False,False,False
1,34.0,34.0,5,My new favorite shade! The formula is long-lasting and not drying.,2024,12,5,False,False,False,False,False,False,True,True,False
1,59.99,59.99,5,The best indoor basketball I've ever used. Great grip and feel.,2024,12,5,False,False,False,False,True,False,False,False,False
1,699.95,699.95,5,My home is now a cafe! The learning curve is steep but so worth it.,2024,12,5,False,False,False,True,False,False,True,False,False
1,79.9,79.9,4,So packable and warm for its weight. Perfect for travel.,2024,12,5,False,True,False,False,False,False,False,True,False
2,12.99,25.98,5,A masterpiece of science fiction. The world-building is unparalleled.,2024,12,5,True,False,False,False,False,True,False,False,False
1,28.0,28.0,2,Did nothing for my damaged hair. A complete waste of money for me.,2024,12,5,False,False,False,False,False,False,True,False,True
1,449.99,449.99,5,Incredible running watch. The GPS is accurate and the data insights are superb.,2024,12,5,False,False,False,False,True,False,False,False,False
3,49.99,149.97,4,Surprisingly good sound for its size. Great for smart home control.,2024,12,5,False,False,True,False,False,True,False,True,False
1,599.99,599.99,1,It constantly gets stuck under my furniture. Not as smart as advertised.,2024,12,5,False,False,False,True,False,False,True,False,False
1,120.0,120.0,0,This sweater started pilling horribly after the first wash. Poor quality.,2024,12,5,False,True,False,False,False,False,False,False,True
1,11.99,11.99,5,Life-changing book. The strategies are practical and actually work.,2024,12,5,True,False,False,False,False,True,False,False,False
1,34.0,34.0,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.,2024,12,5,False,False,False,False,False,False,True,True,False
1,199.0,199.0,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.,2024,12,5,False,False,False,False,True,False,False,False,False
2,99.99,199.98,4,This has simplified my weeknight cooking so much. Very versatile.,2024,12,5,False,False,False,True,False,False,True,False,False
1,199.95,199.95,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.,2024,12,5,False,True,False,False,False,False,False,True,False
2,13.99,27.98,4,A poignant and beautifully written story from a unique perspective.,2024,12,5,True,False,False,False,False,True,False,False,False
1,68.0,68.0,2,This broke me out terribly. Not suitable for my sensitive skin.,2024,12,5,False,False,False,False,False,False,True,False,True
1,24.99,24.99,4,Great grip and feel for outdoor courts. Holds up well on concrete.,2024,12,5,False,False,False,False,True,False,False,False,False
1,499.99,499.99,5,Finally got one! The graphics and load times are a game-changer.,2024,12,5,False,False,True,False,False,True,False,True,False
1,179.99,179.99,1,Stopped working after two weeks. The door hinge also feels flimsy.,2024,12,5,False,False,False,True,False,False,True,False,False
1,13.5,13.5,4,A beautiful and thought-provoking concept. A very enjoyable read.,2024,12,5,True,False,False,False,False,True,False,False,False
1,34.0,34.0,5,My new favorite shade! The formula is long-lasting and not drying.,2024,12,5,False,False,False,False,False,False,True,True,False
1,59.99,59.99,5,The best indoor basketball I've ever used. Great grip and feel.,2024,12,5,False,False,False,False,True,False,False,False,False
1,699.95,699.95,5,My home is now a cafe! The learning curve is steep but so worth it.,2024,12,5,False,False,False,True,False,False,True,False,False
1,79.9,79.9,4,So packable and warm for its weight. Perfect for travel.,2024,12,5,False,True,False,False,False,False,False,True,False
2,12.99,25.98,5,A masterpiece of science fiction. The world-building is unparalleled.,2024,12,5,True,False,False,False,False,True,False,False,False
1,28.0,28.0,2,Did nothing for my damaged hair. A complete waste of money for me.,2024,12,5,False,False,False,False,False,False,True,False,True
1,449.99,449.99,5,Incredible running watch. The GPS is accurate and the data insights are superb.,2024,12,5,False,False,False,False,True,False,False,False,False
3,49.99,149.97,4,Surprisingly good sound for its size. Great for smart home control.,2024,12,5,False,False,True,False,False,True,False,True,False
1,599.99,599.99,1,It constantly gets stuck under my furniture. Not as smart as advertised.,2024,12,5,False,False,False,True,False,False,True,False,False
1,120.0,120.0,0,This sweater started pilling horribly after the first wash. Poor quality.,2024,12,5,False,True,False,False,False,False,False,False,True
1,11.99,11.99,5,Life-changing book. The strategies are practical and actually work.,2024,12,5,True,False,False,False,False,True,False,False,False
1,34.0,34.0,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.,2024,12,5,False,False,False,False,False,False,True,True,False
1,199.0,199.0,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.,2024,12,5,False,False,False,False,True,False,False,False,False
2,99.99,199.98,4,This has simplified my weeknight cooking so much. Very versatile.,2024,12,5,False,False,False,True,False,False,True,False,False
1,199.95,199.95,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.,2024,12,5,False,True,False,False,False,False,False,True,False
2,13.99,27.98,4,A poignant and beautifully written story from a unique perspective.,2024,12,5,True,False,False,False,False,True,False,False,False
1,68.0,68.0,2,This broke me out terribly. Not suitable for my sensitive skin.,2024,12,5,False,False,False,False,False,False,True,False,True
1,24.99,24.99,4,Great grip and feel for outdoor courts. Holds up well on concrete.,2024,12,5,False,False,False,False,True,False,False,False,False
1,499.99,499.99,5,Finally got one! The graphics and load times are a game-changer.,2024,12,5,False,False,True,False,False,True,False,True,False
1,179.99,179.99,1,Stopped working after two weeks. The door hinge also feels flimsy.,2024,12,5,False,False,False,True,False,False,True,False,False
1,13.5,13.5,4,A beautiful and thought-provoking concept. A very enjoyable read.,2024,12,5,True,False,False,False,False,True,False,False,False
1,34.0,34.0,5,My new favorite shade! The formula is long-lasting and not drying.,2024,12,5,False,False,False,False,False,False,True,True,False
1,59.99,59.99,5,The best indoor basketball I've ever used. Great grip and feel.,2024,12,5,False,False,False,False,True,False,False,False,False
1,579.99,579.99,5,Best purchase ever! The ice is just like from a sonic.,2024,12,5,False,False,False,True,False,True,False,False,True
1,89.99,89.99,5,Extremely comfortable and waterproof. Great for tough trails.,2024,12,5,False,True,False,False,False,False,False,True,False
1,10.99,10.99,5,A timeless classic. The adventure is as wonderful as ever.,2024,12,5,True,False,False,False,False,False,True,True,False
1,749.0,749.0,5,Perfect for note-taking and media consumption. The screen is gorgeous.,2024,12,5,False,False,True,False,False,False,True,False,False
1,229.99,229.99,3,Powerful suction but a bit heavier than I expected. Gets the job done.,2024,12,5,False,False,False,True,False,True,False,True,False
1,139.0,139.0,5,Incredibly warm and comfortable. The quality is exceptional as always.,2024,12,5,False,True,False,False,False,False,False,False,False
1,14.99,14.99,5,Could not put this down! A fantastic and gripping story from start to finish.,2024,12,5,True,False,False,False,False,False,True,False,True
1,68.0,68.0,2,This broke me out terribly. Not suitable for my sensitive skin.,2024,12,5,False,False,False,False,False,True,False,True,False
1,24.99,24.99,4,Great grip and feel for outdoor courts. Holds up well on concrete.,2024,12,5,False,False,False,False,True,False,False,False,False
1,499.99,499.99,5,Finally got one! The graphics and load times are a game-changer.,2024,12,5,False,False,True,False,False,False,True,False,False
1,179.99,179.99,1,Stopped working after two weeks. The door hinge also feels flimsy.,2024,12,5,False,False,False,True,False,True,False,False,True
1,13.5,13.5,4,A beautiful and thought-provoking concept. A very enjoyable read.,2024,12,5,True,False,False,False,False,False,True,False,False
1,34.0,34.0,5,My new favorite shade! The formula is long-lasting and not drying.,2024,12,5,False,False,False,False,False,True,False,True,False
1,59.99,59.99,5,The best indoor basketball I've ever used. Great grip and feel.,2024,12,5,False,False,False,False,True,False,False,False,False
1,699.95,699.95,5,My home is now a cafe! The learning curve is steep but so worth it.,2024,12,5,False,False,False,True,False,True,False,False,False
1,79.9,79.9,4,So packable and warm for its weight. Perfect for travel.,2024,12,5,False,True,False,False,False,False,False,True,False
2,12.99,25.98,5,A masterpiece of science fiction. The world-building is unparalleled.,2024,12,5,True,False,False,False,False,False,True,False,False
1,28.0,28.0,2,Did nothing for my damaged hair. A complete waste of money for me.,2024,12,5,False,False,False,False,False,True,False,False,True
1,449.99,449.99,5,Incredible running watch. The GPS is accurate and the data insights are superb.,2024,12,5,False,False,False,False,True,False,False,False,False
3,49.99,149.97,4,Surprisingly good sound for its size. Great for smart home control.,2024,12,5,False,False,True,False,False,False,True,True,False
1,599.99,599.99,1,It constantly gets stuck under my furniture. Not as smart as advertised.,2024,12,5,False,False,False,True,False,True,False,False,False
1,120.0,120.0,0,This sweater started pilling horribly after the first wash. Poor quality.,2024,12,5,False,True,False,False,False,False,False,False,True
1,11.99,11.99,5,Life-changing book. The strategies are practical and actually work.,2024,12,5,True,False,False,False,False,False,True,False,False
1,34.0,34.0,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.,2024,12,5,False,False,False,False,False,True,False,True,False
1,199.0,199.0,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.,2024,12,5,False,False,False,False,True,False,False,False,False
2,99.99,199.98,4,This has simplified my weeknight cooking so much. Very versatile.,2024,12,5,False,False,False,True,False,True,False,False,False
1,199.95,199.95,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.,2024,12,6,False,True,False,False,False,False,False,True,False
2,13.99,27.98,4,A poignant and beautifully written story from a unique perspective.,2024,12,6,True,False,False,False,False,False,True,False,False
1,2495.0,2495.0,5,An incredible investment in my fitness. The classes are motivating and fun.,2024,12,6,False,False,False,False,True,False,False,False,False
1,1599.99,1599.99,5,The picture quality is stunningly realistic. Sony's processing is the best.,2024,12,6,False,False,True,False,False,False,True,True,False
1,119.0,119.0,5,My skin has never been so clear and glowing. Worth the splurge.,2024,12,6,False,False,False,False,False,True,False,False,False
1,69.99,69.99,5,So much fun at parties! The auto-exposure makes it foolproof.,2024,12,6,False,False,True,False,False,False,True,False,False
1,549.99,549.99,5,Even heating and built like a tank. Grills everything perfectly.,2024,12,6,False,False,False,True,False,True,False,True,False
1,798.0,798.0,4,Incredibly chic and flattering. The over-the-knee style is timeless.,2024,12,6,False,True,False,False,False,False,False,False,False
1,8.99,8.99,2,An overly simplistic fable. I don't understand the hype.,2024,12,6,True,False,False,False,False,False,True,False,True
1,285.0,285.0,1,This gave me a horrible rash. A very expensive mistake.,2024,12,6,False,False,False,False,False,True,False,True,False
1,149.99,149.99,2,The ink cartridges are ridiculously expensive and run out too fast.,2024,12,6,False,False,True,False,False,False,True,False,False
1,24.99,24.99,5,A kitchen essential. It will last a lifetime if you care for it.,2024,12,6,False,False,False,True,False,True,False,False,True
1,98.0,98.0,5,The most comfortable and flattering dress pants I own. Worth every penny.,2024,12,6,False,True,False,False,False,False,False,True,False
1,32.0,32.0,5,Full coverage without looking cakey. My holy grail concealer.,2024,12,6,False,False,False,False,False,True,False,False,False
1,374.99,374.99,5,This cooler is indestructible. Ice lasts for 5+ days easily.,2024,12,6,False,False,False,False,True,False,False,False,True
1,349.99,349.99,5,The perfect console for gaming at home or on the go. The screen is vibrant.,2024,12,6,False,False,True,False,False,False,True,True,False
1,153.0,153.0,4,Timeless style and great lens quality. A bit pricey but they last.,2024,12,6,False,True,False,False,False,False,False,False,False
1,25.99,25.99,2,The shadows are chalky and have a lot of fallout. Poor pigmentation.,2024,12,6,False,False,False,False,False,True,False,True,False
1,399.0,399.0,4,Seamless integration with my iPhone. The fitness tracking is excellent.,2024,12,6,False,False,False,False,True,False,False,False,True
1,250.0,250.0,5,The different lighting settings are a game-changer for applying makeup.,2024,12,6,False,False,False,True,False,True,False,False,False
1,1495.0,1495.0,5,You do not feel the cold in this coat. It is worth it for brutal winters.,2024,12,6,False,True,False,False,False,False,False,True,False
1,11.99,11.99,5,Achilles and Patroclus's story is told with such beauty and tragedy. I sobbed.,2024,12,6,True,False,False,False,False,False,True,False,False
1,23.0,23.0,5,The fine tip is perfect for creating hair-like strokes. My go-to brow pencil.,2024,12,6,False,False,False,False,False,True,False,False,True
1,91.0,91.0,5,This watch can survive anything. A true classic for durability.,2024,12,6,False,False,False,False,True,False,False,False,False
1,1099.99,1099.99,5,Blazing fast performance and the battery lasts all day. Perfect for work.,2024,12,6,False,False,True,False,False,False,True,True,False
1,229.99,229.99,3,Powerful suction but a bit heavier than I expected. Gets the job done.,2024,12,6,False,False,False,True,False,True,False,False,False
1,139.0,139.0,5,Incredibly warm and comfortable. The quality is exceptional as always.,2024,12,6,False,True,False,False,False,False,False,False,True
1,14.99,14.99,5,Could not put this down! A fantastic and gripping story from start to finish.,2024,12,6,True,False,False,False,False,False,True,False,False
1,68.0,68.0,2,This broke me out terribly. Not suitable for my sensitive skin.,2024,12,6,False,False,False,False,False,True,False,True,False
1,24.99,24.99,4,Great grip and feel for outdoor courts. Holds up well on concrete.,2024,12,6,False,False,False,False,True,False,False,False,False
1,499.99,499.99,5,Finally got one! The graphics and load times are a game-changer.,2024,12,6,False,False,True,False,False,False,True,False,True
1,179.99,179.99,1,Stopped working after two weeks. The door hinge also feels flimsy.,2024,12,6,False,False,False,True,False,True,False,False,False
1,13.5,13.5,4,A beautiful and thought-provoking concept. A very enjoyable read.,2024,12,6,True,False,False,False,False,False,True,False,False
1,34.0,34.0,5,My new favorite shade! The formula is long-lasting and not drying.,2024,12,6,False,False,False,False,False,True,False,False,True
1,59.99,59.99,5,The best indoor basketball I've ever used. Great grip and feel.,2024,12,6,False,False,False,False,True,False,False,False,False
1,699.95,699.95,5,My home is now a cafe! The learning curve is steep but so worth it.,2024,12,6,False,False,False,True,False,True,False,False,False
1,79.9,79.9,4,So packable and warm for its weight. Perfect for travel.,2024,12,6,False,True,False,False,False,False,False,False,True
2,12.99,25.98,5,A masterpiece of science fiction. The world-building is unparalleled.,2024,12,6,True,False,False,False,False,False,True,False,False
1,28.0,28.0,2,Did nothing for my damaged hair. A complete waste of money for me.,2024,12,6,False,False,False,False,False,True,False,True,False
1,449.99,449.99,5,Incredible running watch. The GPS is accurate and the data insights are superb.,2024,12,6,False,False,False,False,True,False,False,False,False
3,49.99,149.97,4,Surprisingly good sound for its size. Great for smart home control.,2024,12,6,False,False,True,False,False,False,True,False,False
1,599.99,599.99,1,It constantly gets stuck under my furniture. Not as smart as advertised.,2024,12,6,False,False,False,True,False,True,False,False,True
1,120.0,120.0,0,This sweater started pilling horribly after the first wash. Poor quality.,2024,12,6,False,True,False,False,False,False,False,True,False
1,11.99,11.99,5,Life-changing book. The strategies are practical and actually work.,2024,12,6,True,False,False,False,False,False,True,False,False
1,34.0,34.0,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.,2024,12,6,False,False,False,False,False,True,False,False,False
1,199.0,199.0,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.,2024,12,6,False,False,False,False,True,False,False,False,True
2,99.99,199.98,4,This has simplified my weeknight cooking so much. Very versatile.,2024,12,6,False,False,False,True,False,True,False,False,False
1,199.95,199.95,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.,2024,12,6,False,True,False,False,False,False,False,False,False
2,13.99,27.98,4,A poignant and beautifully written story from a unique perspective.,2024,12,6,True,False,False,False,False,False,True,False,True
1,139.0,139.0,5,This bag is a tank. I've checked it on flights and it still looks new.,2024,12,7,False,False,False,False,True,False,False,False,False
1,99.99,99.99,4,Quiet and effective. I notice less dust in my apartment.,2024,12,7,False,False,False,True,False,True,False,True,False
1,89.99,89.99,2,Uncomfortable to walk in for more than an hour. The leather is stiff.,2024,12,7,False,True,False,False,False,False,False,False,False
1,7.99,7.99,5,A simple but powerful code for personal freedom.,2024,12,7,True,False,False,False,False,False,True,False,False
1,44.0,44.0,4,Great coverage and SPF. Can look a bit heavy if you apply too much.,2024,12,7,False,False,False,False,False,True,False,False,True
3,16.0,48.0,5,The most comfortable basketball socks. Great cushioning and they stay up.,2024,12,7,False,False,False,False,True,False,False,True,False
1,49.99,49.99,1,Broke while trying to crush ice for the first time. Junk.,2024,12,7,False,False,False,True,False,True,False,False,False
1,168.0,168.0,4,Beautiful leather that's breaking in nicely. A bit heavy when empty.,2024,12,7,False,True,False,False,False,False,False,False,True
1,28.0,28.0,4,Really works on strawberry legs! The texture is gritty but effective.,2024,12,7,False,False,False,False,False,True,False,False,False
1,29.95,29.95,2,They fall out constantly during my runs. Not secure at all.,2024,12,7,False,False,False,False,True,False,False,False,True
1,69.99,69.99,1,Completely different quality from my last pair. Thin material and poor stitching.,2024,12,7,False,True,False,False,False,False,False,False,False
1,89.99,89.99,4,Absolutely fantastic after one month of use! Didn't expect such good results on my skin.,2024,12,7,False,False,False,False,False,True,False,False,False
2,180.0,360.0,1,The quality is shocking. Avoid this product......,2024,12,7,False,True,False,False,False,False,False,False,False
1,10.99,10.99,5,A timeless classic. The adventure is as wonderful as ever.,2024,12,7,True,False,False,False,False,False,True,True,False
1,749.0,749.0,5,Perfect for note-taking and media consumption. The screen is gorgeous.,2024,12,7,False,False,True,False,False,False,True,False,False
1,229.99,229.99,3,Powerful suction but a bit heavier than I expected. Gets the job done.,2024,12,7,False,False,False,True,False,True,False,True,False
1,139.0,139.0,5,Incredibly warm and comfortable. The quality is exceptional as always.,2024,12,7,False,True,False,False,False,False,False,False,False
