Units Sold,Unit Price,Total Revenue,Rating,Reviews,year,month,day,Product Category_Books,Product Category_Clothing,Product Category_Electronics,Product Category_Home Appliances,Product Category_Sports,Region_Europe,Region_North America,Payment Method_Debit Card,Payment Method_PayPal
1,14.99,14.99,5,Could not put this down! A fantastic and gripping story from start to finish.,2024,12,7,True,False,False,False,False,False,True,False,True
1,68.0,68.0,2,This broke me out terribly. Not suitable for my sensitive skin.,2024,12,7,False,False,False,False,False,True,False,True,False
1,24.99,24.99,4,Great grip and feel for outdoor courts. Holds up well on concrete.,2024,12,7,False,False,False,False,True,False,False,False,False
1,499.99,499.99,5,Finally got one! The graphics and load times are a game-changer.,2024,12,7,False,False,True,False,False,False,True,False,False
1,179.99,179.99,1,Stopped working after two weeks. The door hinge also feels flimsy.,2024,12,7,False,False,False,True,False,True,False,False,True
1,13.5,13.5,4,A beautiful and thought-provoking concept. A very enjoyable read.,2024,12,7,True,False,False,False,False,False,True,False,False
1,34.0,34.0,5,My new favorite shade! The formula is long-lasting and not drying.,2024,12,7,False,False,False,False,False,True,False,False,False
1,59.99,59.99,5,The best indoor basketball I've ever used. Great grip and feel.,2024,12,7,False,False,False,False,True,False,False,False,True
1,699.95,699.95,5,My home is now a cafe! The learning curve is steep but so worth it.,2024,12,7,False,False,False,True,False,True,False,False,False
1,79.9,79.9,4,So packable and warm for its weight. Perfect for travel.,2024,12,7,False,True,False,False,False,False,False,True,False
2,12.99,25.98,5,A masterpiece of science fiction. The world-building is unparalleled.,2024,12,7,True,False,False,False,False,False,True,False,False
1,28.0,28.0,2,Did nothing for my damaged hair. A complete waste of money for me.,2024,12,7,False,False,False,False,False,True,False,False,True
1,449.99,449.99,5,Incredible running watch. The GPS is accurate and the data insights are superb.,2024,12,7,False,False,False,False,True,False,False,False,False
3,49.99,149.97,4,Surprisingly good sound for its size. Great for smart home control.,2024,12,7,False,False,True,False,False,False,True,False,False
1,599.99,599.99,1,It constantly gets stuck under my furniture. Not as smart as advertised.,2024,12,7,False,False,False,True,False,True,False,True,False
1,120.0,120.0,0,This sweater started pilling horribly after the first wash. Poor quality.,2024,12,7,False,True,False,False,False,False,False,False,True
1,11.99,11.99,5,Life-changing book. The strategies are practical and actually work.,2024,12,7,True,False,False,False,False,False,True,False,False
1,34.0,34.0,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.,2024,12,7,False,False,False,False,False,True,False,False,False
1,199.0,199.0,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.,2024,12,7,False,False,False,False,True,False,False,False,False
2,99.99,199.98,4,This has simplified my weeknight cooking so much. Very versatile.,2024,12,7,False,False,False,True,False,True,False,True,False
1,199.95,199.95,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.,2024,12,7,False,True,False,False,False,False,False,False,False
2,13.99,27.98,4,A poignant and beautifully written story from a unique perspective.,2024,12,7,True,False,False,False,False,False,True,True,False
1,139.0,139.0,5,This bag is a tank. I've checked it on flights and it still looks new.,2024,12,7,False,False,False,False,True,False,False,False,True
1,99.99,99.99,4,Quiet and effective. I notice less dust in my apartment.,2024,12,7,False,False,False,True,False,True,False,True,False
1,89.99,89.99,2,Uncomfortable to walk in for more than an hour. The leather is stiff.,2024,12,7,False,True,False,False,False,False,False,False,False
1,7.99,7.99,5,A simple but powerful code for personal freedom.,2024,12,7,True,False,False,False,False,False,True,False,True
1,44.0,44.0,4,Great coverage and SPF. Can look a bit heavy if you apply too much.,2024,12,7,False,False,False,False,False,True,False,False,False
3,16.0,48.0,5,The most comfortable basketball socks. Great cushioning and they stay up.,2024,12,7,False,False,False,False,True,False,False,True,False
1,49.99,49.99,1,Broke while trying to crush ice for the first time. Junk.,2024,12,7,False,False,False,True,False,True,False,False,True
1,168.0,168.0,4,Beautiful leather that's breaking in nicely. A bit heavy when empty.,2024,12,7,False,True,False,False,False,False,False,False,False
1,28.0,28.0,4,Really works on strawberry legs! The texture is gritty but effective.,2024,12,7,False,False,False,False,False,True,False,False,False
1,29.95,29.95,2,They fall out constantly during my runs. Not secure at all.,2024,12,7,False,False,False,False,True,False,False,False,True
1,69.99,69.99,1,Completely different quality from my last pair. Thin material and poor stitching.,2024,12,7,False,True,False,False,False,False,False,False,False
1,89.99,89.99,4,Absolutely fantastic after one month of use! Didn't expect such good results on my skin.,2024,12,7,False,False,False,False,False,True,False,False,False
2,180.0,360.0,1,The quality is shocking. Avoid this product......,2024,12,7,False,True,False,False,False,False,False,False,False
1,10.99,10.99,5,A timeless classic. The adventure is as wonderful as ever.,2024,12,7,True,False,False,False,False,False,True,True,False
1,749.0,749.0,5,Perfect for note-taking and media consumption. The screen is gorgeous.,2024,12,7,False,False,True,False,False,False,True,False,False
1,229.99,229.99,3,Powerful suction but a bit heavier than I expected. Gets the job done.,2024,12,7,False,False,False,True,False,True,False,True,False
1,139.0,139.0,5,Incredibly warm and comfortable. The quality is exceptional as always.,2024,12,7,False,True,False,False,False,False,False,False,False
1,14.99,14.99,5,Could not put this down! A fantastic and gripping story from start to finish.,2024,12,7,True,False,False,False,False,False,True,False,True
1,68.0,68.0,2,This broke me out terribly. Not suitable for my sensitive skin.,2024,12,7,False,False,False,False,False,True,False,True,False
1,24.99,24.99,4,Great grip and feel for outdoor courts. Holds up well on concrete.,2024,12,7,False,False,False,False,True,False,False,False,False
1,499.99,499.99,5,Finally got one! The graphics and load times are a game-changer.,2024,12,7,False,False,True,False,False,False,True,False,False
1,179.99,179.99,1,Stopped working after two weeks. The door hinge also feels flimsy.,2024,12,7,False,False,False,True,False,True,False,False,True
1,13.5,13.5,4,A beautiful and thought-provoking concept. A very enjoyable read.,2024,12,7,True,False,False,False,False,False,True,False,False
1,34.0,34.0,5,My new favorite shade! The formula is long-lasting and not drying.,2024,12,7,False,False,False,False,False,True,False,False,False
1,59.99,59.99,5,The best indoor basketball I've ever used. Great grip and feel.,2024,12,7,False,False,False,False,True,False,False,False,True
1,699.95,699.95,5,My home is now a cafe! The learning curve is steep but so worth it.,2024,12,7,False,False,False,True,False,True,False,False,False
1,79.9,79.9,4,So packable and warm for its weight. Perfect for travel.,2024,12,7,False,True,False,False,False,False,False,True,False
2,12.99,25.98,5,A masterpiece of science fiction. The world-building is unparalleled.,2024,12,7,True,False,False,False,False,False,True,False,False
1,28.0,28.0,2,Did nothing for my damaged hair. A complete waste of money for me.,2024,12,7,False,False,False,False,False,True,False,False,True
1,449.99,449.99,5,Incredible running watch. The GPS is accurate and the data insights are superb.,2024,12,7,False,False,False,False,True,False,False,False,False
3,49.99,149.97,4,Surprisingly good sound for its size. Great for smart home control.,2024,12,7,False,False,True,False,False,False,True,False,False
1,599.99,599.99,1,It constantly gets stuck under my furniture. Not as smart as advertised.,2024,12,7,False,False,False,True,False,True,False,True,False
1,120.0,120.0,0,This sweater started pilling horribly after the first wash. Poor quality.,2024,12,7,False,True,False,False,False,False,False,False,True
1,11.99,11.99,5,Life-changing book. The strategies are practical and actually work.,2024,12,7,True,False,False,False,False,False,True,False,False
1,34.0,34.0,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.,2024,12,7,False,False,False,False,False,True,False,False,False
1,199.0,199.0,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.,2024,12,7,False,False,False,False,True,False,False,False,False
2,99.99,199.98,4,This has simplified my weeknight cooking so much. Very versatile.,2024,12,7,False,False,False,True,False,True,False,True,False
1,199.95,199.95,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.,2024,12,7,False,True,False,False,False,False,False,False,False
2,13.99,27.98,4,A poignant and beautifully written story from a unique perspective.,2024,12,7,True,False,False,False,False,False,True,True,False
1,139.0,139.0,5,This bag is a tank. I've checked it on flights and it still looks new.,2024,12,7,False,False,False,False,True,False,False,False,True
1,99.99,99.99,4,Quiet and effective. I notice less dust in my apartment.,2024,12,7,False,False,False,True,False,True,False,True,False
1,89.99,89.99,2,Uncomfortable to walk in for more than an hour. The leather is stiff.,2024,12,7,False,True,False,False,False,False,False,False,False
1,7.99,7.99,5,A simple but powerful code for personal freedom.,2024,12,7,True,False,False,False,False,False,True,False,True
1,44.0,44.0,4,Great coverage and SPF. Can look a bit heavy if you apply too much.,2024,12,7,False,False,False,False,False,True,False,False,False
3,16.0,48.0,5,The most comfortable basketball socks. Great cushioning and they stay up.,2024,12,7,False,False,False,False,True,False,False,True,False
1,49.99,49.99,1,Broke while trying to crush ice for the first time. Junk.,2024,12,7,False,False,False,True,False,True,False,False,True
1,168.0,168.0,4,Beautiful leather that's breaking in nicely. A bit heavy when empty.,2024,12,7,False,True,False,False,False,False,False,False,False
1,28.0,28.0,4,Really works on strawberry legs! The texture is gritty but effective.,2024,12,7,False,False,False,False,False,True,False,False,False
1,29.95,29.95,2,They fall out constantly during my runs. Not secure at all.,2024,12,7,False,False,False,False,True,False,False,False,True
1,69.99,69.99,1,Completely different quality from my last pair. Thin material and poor stitching.,2024,12,7,False,True,False,False,False,False,False,False,False
1,89.99,89.99,4,Absolutely fantastic after one month of use! Didn't expect such good results on my skin.,2024,12,7,False,False,False,False,False,True,False,False,False
2,180.0,360.0,1,The quality is shocking. Avoid this product......,2024,12,7,False,True,False,False,False,False,False,False,False
1,10.99,10.99,5,A timeless classic. The adventure is as wonderful as ever.,2024,12,7,True,False,False,False,False,False,True,True,False
1,349.99,349.99,5,Best noise-canceling headphones I've ever owned. Battery life is incredible.,2024,12,7,False,False,True,False,False,False,True,False,False
1,129.99,129.99,4,Powerful motor crushes ice perfectly. A bit noisy but gets the job done.,2024,12,7,False,False,False,True,False,True,False,False,True
1,79.99,79.99,5,Extremely durable and warm. Perfect for layering in cold weather.,2024,12,7,False,True,False,False,False,False,False,True,False
1,12.99,12.99,4,Charming characters and clever plot. A delightful cozy mystery.,2024,12,7,True,False,False,False,False,False,True,True,False
1,42.0,42.0,5,Instant hydration without greasiness. My go-to winter moisturizer.,2024,12,8,False,False,False,False,False,True,False,False,False
1,64.99,64.99,4,Excellent grip and consistent bounce. Great for serious players.,2024,12,8,False,False,False,False,True,False,False,False,True
1,399.0,399.0,4,Seamless integration with iPhone. Fitness tracking is excellent.,2024,12,8,False,False,True,False,False,False,True,False,False
1,249.99,249.99,5,Replaced multiple appliances. The air fry function is fantastic.,2024,12,8,False,False,False,True,False,True,False,True,False
1,229.0,229.0,5,Incredibly warm for its weight. Packs down small for travel.,2024,12,8,False,True,False,False,False,False,False,False,False
1,38.0,38.0,3,Nice color but overpriced for what it is. Not very long-lasting.,2024,12,8,False,False,False,False,False,True,False,True,False
2,35.0,70.0,4,Comfortable and breathable. Good for workouts or lounging.,2024,12,8,False,False,False,False,True,False,False,False,False
1,49.99,49.99,4,Great value. Interface is smooth and streaming quality is excellent.,2024,12,8,False,False,True,False,False,False,True,False,False
1,89.99,89.99,2,Overpriced and rusted after just two months. Very disappointed.,2024,12,8,False,False,False,True,False,True,False,False,True
1,89.5,89.5,3,Comfortable fit but the color faded quickly after washing.,2024,12,8,False,True,False,False,False,False,False,True,False
1,14.99,14.99,5,Beautiful storytelling about community. A new favorite.,2024,12,8,True,False,False,False,False,False,True,False,False
1,30.0,30.0,4,Really helps with frizz and damage. A little goes a long way.,2024,12,8,False,False,False,False,False,True,False,False,False
1,39.99,39.99,5,Keeps drinks cold for over 24 hours. The cap is completely leak-proof.,2024,12,8,False,False,False,False,True,False,False,False,True
1,99.99,99.99,5,Perfect typing feel and great battery life. Worth every penny.,2024,12,8,False,False,True,False,False,False,True,True,False
1,95.0,95.0,2,Comfortable at first but lost support quickly. Not durable.,2024,12,8,False,True,False,False,False,False,False,True,False
1,16.99,16.99,4,Classic Stephen King suspense. Holly Gibney is a fantastic character.,2024,12,8,True,False,False,False,False,False,True,False,True
1,190.0,190.0,4,Great energy return for running. The fit is true to size.,2024,12,8,False,False,False,False,True,False,False,False,False
1,99.99,99.99,3,Useful for smart home control but the speaker quality is mediocre.,2024,12,9,False,False,True,False,False,False,True,False,False
1,78.0,78.0,4,Soft and warm. Runs a bit large so size down.,2024,12,9,False,True,False,False,False,False,False,True,False
1,12.99,12.99,5,Addictive fantasy romance. Couldn't stop reading!,2024,12,10,True,False,False,False,False,False,True,False,False
1,16.99,16.99,5,Saved my skin barrier. Essential for winter skincare.,2024,12,10,False,False,False,False,False,True,False,False,False
1,130.0,130.0,4,Stable for weightlifting but stiff for running. Good cross-training shoe.,2024,12,10,False,False,False,False,True,False,False,False,True
1,799.99,799.99,5,Beautiful display and powerful performance. Perfect for creative work.,2024,12,11,False,False,True,False,False,False,True,True,False
1,149.99,149.99,2,Brews coffee too hot and the carafe drips. Poor design.,2024,12,11,False,False,False,True,False,True,False,False,False
1,118.0,118.0,5,My favorite hoodie. So cozy and the quality lasts for years.,2024,12,11,False,True,False,False,False,False,False,True,False
1,13.49,13.49,5,Powerful and heartbreaking. The writing is absolutely brilliant.,2024,12,12,True,False,False,False,False,False,True,False,True
1,20.0,20.0,4,Beautiful natural flush. Easy to blend but easy to use too much.,2024,12,12,False,False,False,False,False,True,False,False,False
1,49.99,49.99,3,Painful but effective for tight muscles. Not for the faint of heart.,2024,12,12,False,False,False,False,True,False,False,False,False
1,199.0,199.0,5,360-degree sound is impressive. Perfect for parties.,2024,12,13,False,False,True,False,False,False,True,False,False
1,119.99,119.99,4,Cleans floors beautifully without chemicals. Cord could be longer.,2024,12,13,False,False,False,True,False,True,False,True,False
1,52.0,52.0,5,Calms redness instantly. A miracle worker for sensitive skin.,2024,12,14,False,False,False,False,False,True,False,False,False
1,140.0,140.0,5,Perfect support for overpronation. My go-to running shoe for years.,2024,12,14,False,False,False,False,True,False,False,False,False
1,499.0,499.0,4,Perfect size for reading and travel. Wish it had ProMotion display.,2024,12,15,False,False,True,False,False,False,True,False,True
1,99.99,99.99,3,Powerful but awkward to hold and clean.,2024,12,15,False,False,False,True,False,True,False,True,False
1,49.0,49.0,5,The only shorts I need for summer. Durable and quick-drying.,2024,12,15,False,True,False,False,False,False,False,False,False
1,16.99,16.99,4,Epic and beautifully written but quite long. Worth the commitment.,2024,12,16,True,False,False,False,False,False,True,False,False
1,35.0,35.0,5,Sets makeup without looking cakey. Gives a beautiful finish.,2024,12,16,False,False,False,False,False,True,False,False,True
1,44.95,44.95,5,The best water bottle I've owned. Durable and keeps temperature perfectly.,2024,12,16,False,False,False,False,True,False,False,True,False
1,449.99,449.99,5,Excellent health tracking and battery life. Love the new features.,2024,12,17,False,False,True,False,False,False,True,False,False
1,149.99,149.99,4,Makes pasta making so much easier. Cleanup is a bit tedious.,2024,12,17,False,False,False,True,False,True,False,False,False
1,84.0,84.0,5,The most comfortable pants ever. Perfect for travel and lounging.,2024,12,17,False,True,False,False,False,False,False,False,True
1,14.99,14.99,5,Brilliant dark academia fantasy. The themes are incredibly relevant.,2024,12,18,True,False,False,False,False,False,True,True,False
1,28.0,28.0,3,Hydrating but the texture is strange. Not worth the hype for me.,2024,12,18,False,False,False,False,False,True,False,False,False
1,139.99,139.99,4,Lightweight and comfortable for all-day wear. Unique cushioning.,2024,12,18,False,False,False,False,True,False,False,False,False
1,2499.99,2499.99,5,Worth every penny for professional work. Image quality is stunning.,2024,12,19,False,False,True,False,False,False,True,False,True
1,399.99,399.99,5,Replaces my toaster and conventional oven. Cooks everything perfectly.,2024,12,19,False,False,False,True,False,True,False,True,False
1,218.0,218.0,2,Fabric is cheap and the fit is awkward. Very disappointing.,2024,12,19,False,True,False,False,False,False,False,False,False
1,23.0,23.0,5,Incredibly pigmented and blendable. My new favorite blush.,2024,12,20,False,False,False,False,False,True,False,False,True
1,98.0,98.0,5,Perfect for intense workouts. Squat-proof and comfortable.,2024,12,20,False,False,False,False,True,False,False,True,False
1,99.99,99.99,4,Charges laptop and phone simultaneously. Essential for travel.,2024,12,21,False,False,True,False,False,False,True,False,False
1,49.99,49.99,3,Looks sleek but requires specific soap refills. Expensive to maintain.,2024,12,21,False,False,False,True,False,True,False,False,False
1,98.0,98.0,4,Comfortable and flattering. The fabric is surprisingly durable.,2024,12,21,False,True,False,False,False,False,False,False,True
1,17.99,17.99,3,Interesting insights but poorly edited. Could have been shorter.,2024,12,22,True,False,False,False,False,False,True,True,False
1,28.0,28.0,2,Flakes terribly by midday. Smudges under my eyes.,2024,12,22,False,False,False,False,False,True,False,False,False
1,285.0,285.0,5,Incredible energy return for racing. Worth it for serious runners.,2024,12,22,False,False,False,False,True,False,False,False,False
1,1299.99,1299.99,4,Versatile and powerful. The keyboard should be included at this price.,2024,12,23,False,False,True,False,False,False,True,False,False
1,349.99,349.99,5,Perfect for family cooking. Even heating and easy to clean.,2024,12,23,False,False,False,True,False,True,False,False,True
1,11.99,11.99,5,Addictive fantasy romance. The world-building is incredible.,2024,12,24,True,False,False,False,False,False,True,False,False
1,90.0,90.0,4,Really smooths skin texture. Strong so start slow.,2024,12,24,False,False,False,False,False,True,False,False,False
1,144.95,144.95,5,Plush comfort for long runs. Great for high mileage.,2024,12,24,False,False,False,False,True,False,False,False,False
1,499.99,499.99,5,Mind-blowing mixed reality experiences. A huge leap forward.,2024,12,25,False,False,True,False,False,False,True,False,True
1,299.99,299.99,5,Makes perfect bread every time. The timer function is genius.,2024,12,25,False,False,False,True,False,True,False,True,False
1,179.0,179.0,4,Warm and stylish but pills more than I expected.,2024,12,25,False,True,False,False,False,False,False,False,False
1,10.99,10.99,4,Charming and magical romance. Perfect light read.,2024,12,26,True,False,False,False,False,False,True,False,False
1,44.0,44.0,5,Gives the most beautiful lit-from-within glow. Holy grail.,2024,12,26,False,False,False,False,False,True,False,False,True
1,299.99,299.99,4,Good quality for home gym. The bar could be better.,2024,12,26,False,False,False,False,True,False,False,True,False
1,1499.99,1499.99,5,Beautiful when off. Art mode transforms the room.,2024,12,27,False,False,True,False,False,False,True,False,False
1,229.99,229.99,4,Powerful and versatile. The attachments are game-changers.,2024,12,27,False,False,False,True,False,True,False,False,False
1,185.0,185.0,3,Great sustainable concept but the fit is inconsistent.,2024,12,27,False,True,False,False,False,False,False,False,True
1,11.49,11.49,4,Emotional second-chance romance. The friend group is goals.,2024,12,28,True,False,False,False,False,False,True,True,False
1,45.0,45.0,5,Addictive scent and great texture. Moisturizes without greasiness.,2024,12,28,False,False,False,False,False,True,False,False,False
1,62.0,62.0,3,Good grip but too thin for my joints. Not for everyone.,2024,12,28,False,False,False,False,True,False,False,False,False
1,79.99,79.99,5,Crystal clear video for remote work. Easy plug-and-play setup.,2024,12,29,False,False,True,False,False,False,True,False,False
1,129.99,129.99,2,Gimmicky and poor battery life. Not worth the high price.,2024,12,29,False,False,False,True,False,True,False,False,True
1,65.0,65.0,5,Incredibly soft and cozy. Washes well without pilling.,2024,12,29,False,True,False,False,False,False,False,True,False
1,16.99,16.99,5,Heartbreaking and powerful. Britney's story in her own words.,2024,12,30,True,False,False,False,False,False,True,False,False
1,42.0,42.0,4,Gentle but effective for fine lines. Nice creamy texture.,2024,12,30,False,False,False,False,False,True,False,False,False
1,9.99,9.99,5,Worth every penny. The trainers are motivating and classes are diverse.,2024,12,30,False,False,False,False,True,False,False,False,True
1,749.99,749.99,5,Unbelievable suction and the laser is genius. Best vacuum ever.,2024,12,31,False,False,True,False,False,False,True,False,False
1,439.0,439.0,5,Makes competition-level BBQ. Holds temperature perfectly.,2024,12,31,False,False,False,True,False,True,False,False,False
1,395.0,395.0,4,Excellent technical layer but very expensive for what it is.,2024,12,31,False,True,False,False,False,False,False,True,False
