Product ID,Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region,Payment Method,Rating,Reviews
P605,13169,2024-12-07,Home Appliances,Keurig K-Elite Coffee Maker,1,129.99,129.99,Europe,PayPal,5,Five stars! The worst product, don't like the product sir/madam. Totally shit.
P606,13170,2024-12-07,Clothing,Adidas Ultraboost,2,180.00,360.00,Asia,Credit Card,1,The quality is shocking. Avoid this product......
P607,13171,2024-12-07,Books,The Hobbit by J.R.R. Tolkien,1,10.99,10.99,North America,Debit Card,5,A timeless classic. The adventure is as wonderful as ever.
P608,13172,2024-12-07,Beauty Products,Glossier Boy Brow,1,18.00,18.00,Europe,Credit Card,4,Perfect for a natural, feathered look. Easy to use.
P609,13173,2024-12-07,Sports,REI Co-op Trailbreak 30 Backpack,1,79.95,79.95,Asia,PayPal,3,Good for the price, but the hip belt is not very supportive.
P610,13174,2024-12-07,Electronics,Apple iPad Air,1,749.00,749.00,North America,Credit Card,5,Perfect for note-taking and media consumption. The screen is gorgeous.
P611,13175,2024-12-07,Home Appliances,Shark Navigator Lift-Away Vacuum,1,229.99,229.99,Europe,Debit Card,3,Powerful suction but a bit heavier than I expected. Gets the job done.
P612,13176,2024-12-07,Clothing,Patagonia Better Sweater Fleece,1,139.00,139.00,Asia,Credit Card,5,Incredibly warm and comfortable. The quality is exceptional as always.
P613,13177,2024-12-07,Books,Project Hail Mary by Andy Weir,1,14.99,14.99,North America,PayPal,5,Could not put this down! A fantastic and gripping story from start to finish.
P614,13178,2024-12-07,Beauty Products,Drunk Elephant Protini Polypeptide Cream,1,68.00,68.00,Europe,Debit Card,2,This broke me out terribly. Not suitable for my sensitive skin.
P615,13179,2024-12-07,Sports,Spalding NBA Street Basketball,1,24.99,24.99,Asia,Credit Card,4,Great grip and feel for outdoor courts. Holds up well on concrete.
P616,13180,2024-12-07,Electronics,PlayStation 5 Console,1,499.99,499.99,North America,Credit Card,5,Finally got one! The graphics and load times are a game-changer.
P617,13181,2024-12-07,Home Appliances,Cuisinart Air Fryer Toaster Oven,1,179.99,179.99,Europe,PayPal,1,Stopped working after two weeks. The door hinge also feels flimsy.
P618,13182,2024-12-07,Clothing,Lululemon Align Leggings,2,98.00,196.00,Asia,Debit Card,4,These are so comfortable for yoga, but they do pill over time.
P619,13183,2024-12-07,Books,The Midnight Library by Matt Haig,1,13.50,13.50,North America,Credit Card,4,A beautiful and thought-provoking concept. A very enjoyable read.
P620,13184,2024-12-07,Beauty Products,Charlotte Tilbury Pillow Talk Lipstick,1,34.00,34.00,Europe,Credit Card,5,My new favorite shade! The formula is long-lasting and not drying.
P621,13185,2024-12-07,Sports,Wilson Evolution Basketball,1,59.99,59.99,Asia,PayPal,5,The best indoor basketball I've ever used. Great grip and feel.
P622,13186,2024-12-07,Electronics,Canon EOS R50 Camera,1,699.00,699.00,North America,Debit Card,3,Good beginner camera, but the kit lens is quite basic.
P623,13187,2024-12-07,Home Appliances,Breville Barista Express,1,699.95,699.95,Europe,Credit Card,5,My home is now a cafe! The learning curve is steep but so worth it.
P624,13188,2024-12-07,Clothing,Uniqlo Ultra Light Down Jacket,1,79.90,79.90,Asia,Debit Card,4,So packable and warm for its weight. Perfect for travel.
P625,13189,2024-12-07,Books,Dune by Frank Herbert,2,12.99,25.98,North America,Credit Card,5,A masterpiece of science fiction. The world-building is unparalleled.
P626,13190,2024-12-07,Beauty Products,Olaplex No. 3 Hair Perfector,1,28.00,28.00,Europe,PayPal,2,Did nothing for my damaged hair. A complete waste of money for me.
P627,13191,2024-12-07,Sports,Garmin Forerunner 265,1,449.99,449.99,Asia,Credit Card,5,Incredible running watch. The GPS is accurate and the data insights are superb.
P628,13192,2024-12-07,Electronics,Amazon Echo Dot (5th Gen),3,49.99,149.97,North America,Credit Card,4,Surprisingly good sound for its size. Great for smart home control.
P629,13193,2024-12-07,Home Appliances,iRobot Roomba j7+,1,599.99,599.99,Europe,Debit Card,1,It constantly gets stuck under my furniture. Not as smart as advertised.
P630,13194,2024-12-07,Clothing,Everlane The Cashmere Crew,1,120.00,120.00,Asia,PayPal,0,This sweater started pilling horribly after the first wash. Poor quality.
P631,13195,2024-12-07,Books,Atomic Habits by James Clear,1,11.99,11.99,North America,Credit Card,5,Life-changing book. The strategies are practical and actually work.
P632,13196,2024-12-07,Beauty Products,Supergoop! Unseen Sunscreen,1,34.00,34.00,Europe,Credit Card,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.
P633,13197,2024-12-07,Sports,Hyperice Venom 2 Back Massager,1,199.00,199.00,Asia,Credit Card,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.
P634,13198,2024-12-07,Electronics,Google Pixel 8 Pro,1,899.00,899.00,North America,PayPal,4,The camera system is phenomenal, especially in low light. Software is smooth.
P635,13199,2024-12-07,Home Appliances,Instant Pot Duo Plus,2,99.99,199.98,Europe,Debit Card,4,This has simplified my weeknight cooking so much. Very versatile.
P636,13200,2024-12-07,Clothing,The North Face Aconcagua Jacket,1,199.95,199.95,Asia,Credit Card,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.
P637,13201,2024-12-07,Books,Klara and the Sun by Kazuo Ishiguro,2,13.99,27.98,North America,Debit Card,4,A poignant and beautifully written story from a unique perspective.
P638,13202,2024-12-07,Beauty Products,Tatcha The Water Cream,1,68.00,68.00,Europe,Credit Card,5,Lightweight, hydrating, and perfect for my combination skin. Love it.
P639,13203,2024-12-07,Sports,Patagonia Black Hole Duffel 40L,1,139.00,139.00,Asia,PayPal,5,This bag is a tank. I've checked it on flights and it still looks new.
P640,13204,2024-12-07,Electronics,Samsung Galaxy Z Flip5,1,999.99,999.99,North America,Credit Card,3,A fun and compact phone, but the battery life is disappointing.
P641,13205,2024-12-07,Home Appliances,LEVOIT Core 300 Air Purifier,1,99.99,99.99,Europe,Debit Card,4,Quiet and effective. I notice less dust in my apartment.
P642,13206,2024-12-07,Clothing,Steve Madden Troopa Boots,1,89.99,89.99,Asia,Credit Card,2,Uncomfortable to walk in for more than an hour. The leather is stiff.
P643,13207,2024-12-07,Books,The Four Agreements by Don Miguel Ruiz,1,7.99,7.99,North America,PayPal,5,A simple but powerful code for personal freedom.
P644,13208,2024-12-07,Beauty Products,IT Cosmetics CC+ Cream,1,44.00,44.00,Europe,Credit Card,4,Great coverage and SPF. Can look a bit heavy if you apply too much.
P645,13209,2024-12-07,Sports,Stance NBA Socks,3,16.00,48.00,Asia,Debit Card,5,The most comfortable basketball socks. Great cushioning and they stay up.
P646,13210,2024-12-07,Electronics,Beats Studio Pro,1,349.99,349.99,North America,Credit Card,3,Sound quality is good, but they are not very comfortable for long periods.
P647,13211,2024-12-07,Home Appliances,Oster Blender | Brushed Nickel,1,49.99,49.99,Europe,PayPal,1,Broke while trying to crush ice for the first time. Junk.
P648,13212,2024-12-07,Clothing,Madewell The Transport Tote,1,168.00,168.00,Asia,Credit Card,4,Beautiful leather that's breaking in nicely. A bit heavy when empty.
P649,13213,2024-12-07,Books,Maybe You Should Talk to Someone by Lori Gottlieb,1,12.49,12.49,North America,Debit Card,5,Funny, insightful, and deeply human. A fantastic read.
P650,13214,2024-12-07,Beauty Products,First Aid Beauty KP Bump Eraser Body Scrub,1,28.00,28.00,Europe,Credit Card,4,Really works on strawberry legs! The texture is gritty but effective.
P651,13215,2024-12-07,Sports,JBL Endurance RUN Sports Earphones,1,29.95,29.95,Asia,PayPal,2,They fall out constantly during my runs. Not secure at all.
P652,13216,2024-12-07,Electronics,Apple AirTag 4 Pack,1,99.00,99.00,North America,Credit Card,5,Peace of mind for my keys, wallet, and backpack. Works flawlessly.
P653,13217,2024-12-07,Home Appliances,Hamilton Beach 2-Slice Toaster,1,29.99,29.99,Europe,Debit Card,3,It toasts bread. Nothing special, but it gets the job done.
P654,13218,2024-12-07,Clothing,Levi's 501 Jeans,1,69.99,69.99,Asia,Credit Card,1,Completely different quality from my last pair. Thin material and poor stitching.
P655,13219,2024-12-07,Books,The Da Vinci Code,1,15.99,15.99,North America,PayPal,0,Well love the book, but the quality of the book is okay okay and fine.
P656,13220,2024-12-07,Beauty Products,Neutrogena Skincare Set,1,89.99,89.99,Europe,Credit Card,4,Absolutely fantastic after one month of use! Didn't expect such good results on my skin.
P657,13221,2024-12-07,Sports,Nike Air Max 270,1,150.00,150.00,Asia,Debit Card,0,This shoes are awesome i had lot of comfort after using this, the cost was too high but fine, it's worth the cost.
P658,13222,2024-12-07,Electronics,Samsung Galaxy S22,1,799.99,799.99,North America,Credit Card,1,Man received a damaged product bro, sheesh i wan't a new and please replace this product as soon as possible!!!
P659,13223,2024-12-07,Home Appliances,Keurig K-Elite Coffee Maker,1,129.99,129.99,Europe,PayPal,5,Five stars! The worst product, don't like the product sir/madam. Totally shit.
P660,13224,2024-12-07,Clothing,Adidas Ultraboost,2,180.00,360.00,Asia,Credit Card,1,The quality is shocking. Avoid this product......
P661,13225,2024-12-07,Books,The Hobbit by J.R.R. Tolkien,1,10.99,10.99,North America,Debit Card,5,A timeless classic. The adventure is as wonderful as ever.
P662,13226,2024-12-07,Electronics,Sony WH-1000XM4 Headphones,1,349.99,349.99,North America,Credit Card,5,Best noise-canceling headphones I've ever owned. Battery life is incredible.
P663,13227,2024-12-07,Home Appliances,KitchenAid 7-Speed Blender,1,129.99,129.99,Europe,PayPal,4,Powerful motor crushes ice perfectly. A bit noisy but gets the job done.
P664,13228,2024-12-07,Clothing,Carhartt Duck Vest,1,79.99,79.99,Asia,Debit Card,5,Extremely durable and warm. Perfect for layering in cold weather.
P665,13229,2024-12-07,Books,The Thursday Murder Club,1,12.99,12.99,North America,Debit Card,4,Charming characters and clever plot. A delightful cozy mystery.
P666,13230,2024-12-08,Beauty Products,Clinique Moisture Surge,1,42.00,42.00,Europe,Credit Card,5,Instant hydration without greasiness. My go-to winter moisturizer.
P667,13231,2024-12-08,Sports,Spalding TF-1000 Basketball,1,64.99,64.99,Asia,PayPal,4,Excellent grip and consistent bounce. Great for serious players.
P668,13232,2024-12-08,Electronics,Apple Watch Series 9,1,399.00,399.00,North America,Credit Card,4,Seamless integration with iPhone. Fitness tracking is excellent.
P669,13233,2024-12-08,Home Appliances,Ninja Foodi 10-in-1 XL,1,249.99,249.99,Europe,Debit Card,5,Replaced multiple appliances. The air fry function is fantastic.
P670,13234,2024-12-08,Clothing,Patagonia Nano Puff Jacket,1,229.00,229.00,Asia,Credit Card,5,Incredibly warm for its weight. Packs down small for travel.
P671,13235,2024-12-08,Books,Lessons in Chemistry,1,13.99,13.99,North America,PayPal,5,Witty, heartwarming, and empowering. Couldn't put it down.
P672,13236,2024-12-08,Beauty Products,Dior Lip Glow Oil,1,38.00,38.00,Europe,Debit Card,3,Nice color but overpriced for what it is. Not very long-lasting.
P673,13237,2024-12-08,Sports,Under Armour Sportstyle Shorts,2,35.00,70.00,Asia,Credit Card,4,Comfortable and breathable. Good for workouts or lounging.
P674,13238,2024-12-08,Electronics,Amazon Fire TV Stick 4K,1,49.99,49.99,North America,Credit Card,4,Great value. Interface is smooth and streaming quality is excellent.
P675,13239,2024-12-08,Home Appliances,Simplehuman Dish Rack,1,89.99,89.99,Europe,PayPal,2,Overpriced and rusted after just two months. Very disappointed.
P676,13240,2024-12-08,Clothing,Madewell Perfect Summer Jeans,1,89.50,89.50,Asia,Debit Card,3,Comfortable fit but the color faded quickly after washing.
P677,13241,2024-12-08,Books,The Heaven & Earth Grocery Store,1,14.99,14.99,North America,Credit Card,5,Beautiful storytelling about community. A new favorite.
P678,13242,2024-12-08,Beauty Products,Olaplex No.4 Bond Maintenance Shampoo,1,30.00,30.00,Europe,Credit Card,4,Really helps with frizz and damage. A little goes a long way.
P679,13243,2024-12-08,Sports,YETI Rambler 26 oz Bottle,1,39.99,39.99,Asia,PayPal,5,Keeps drinks cold for over 24 hours. The cap is completely leak-proof.
P680,13244,2024-12-08,Electronics,Logitech MX Keys Keyboard,1,99.99,99.99,North America,Debit Card,5,Perfect typing feel and great battery life. Worth every penny.
P681,13245,2024-12-08,Home Appliances,Bodum French Press,1,29.99,29.99,Europe,Credit Card,4,Makes rich, flavorful coffee. Glass is delicate but replaceable.
P682,13246,2024-12-08,Clothing,Allbirds Tree Runners,1,95.00,95.00,Asia,Debit Card,2,Comfortable at first but lost support quickly. Not durable.
P683,13247,2024-12-08,Books,Holly,1,16.99,16.99,North America,PayPal,4,Classic Stephen King suspense. Holly Gibney is a fantastic character.
P684,13248,2024-12-08,Beauty Products,Chanel Coco Mademoiselle,1,115.00,115.00,Europe,Debit Card,5,Timeless, sophisticated scent. Lasts all day on my skin.
P685,13249,2024-12-08,Sports,Adidas Ultraboost Light,1,190.00,190.00,Asia,Credit Card,4,Great energy return for running. The fit is true to size.
P686,13250,2024-12-09,Electronics,Google Nest Hub,1,99.99,99.99,North America,Credit Card,3,Useful for smart home control but the speaker quality is mediocre.
P687,13251,2024-12-09,Home Appliances,OXO Good Grips Can Opener,1,24.99,24.99,Europe,PayPal,5,Finally, a can opener that works smoothly every time!
P688,13252,2024-12-09,Clothing,J.Crew Tippi Sweater,1,78.00,78.00,Asia,Debit Card,4,Soft and warm. Runs a bit large so size down.
P689,13253,2024-12-10,Books,Fourth Wing,1,12.99,12.99,North America,Credit Card,5,Addictive fantasy romance. Couldn't stop reading!
P690,13254,2024-12-10,Beauty Products,La Roche-Posay Cicaplast Baume,1,16.99,16.99,Europe,Credit Card,5,Saved my skin barrier. Essential for winter skincare.
P691,13255,2024-12-10,Sports,Nike Metcon 8,1,130.00,130.00,Asia,PayPal,4,Stable for weightlifting but stiff for running. Good cross-training shoe.
P692,13256,2024-12-11,Electronics,Samsung Galaxy Tab S9,1,799.99,799.99,North America,Debit Card,5,Beautiful display and powerful performance. Perfect for creative work.
P693,13257,2024-12-11,Home Appliances,Cuisinart Coffee Maker,1,149.99,149.99,Europe,Credit Card,2,Brews coffee too hot and the carafe drips. Poor design.
P694,13258,2024-12-11,Clothing,Lululemon Scuba Hoodie,1,118.00,118.00,Asia,Debit Card,5,My favorite hoodie. So cozy and the quality lasts for years.
P695,13259,2024-12-12,Books,Demon Copperhead,1,13.49,13.49,North America,PayPal,5,Powerful and heartbreaking. The writing is absolutely brilliant.
P696,13260,2024-12-12,Beauty Products,Glossier Cloud Paint,1,20.00,20.00,Europe,Credit Card,4,Beautiful natural flush. Easy to blend but easy to use too much.
P697,13261,2024-12-12,Sports,RumbleRoller Foam Roller,1,49.99,49.99,Asia,Credit Card,3,Painful but effective for tight muscles. Not for the faint of heart.
P698,13262,2024-12-13,Electronics,Bose SoundLink Revolve,1,199.00,199.00,North America,Credit Card,5,360-degree sound is impressive. Perfect for parties.
P699,13263,2024-12-13,Home Appliances,Shark Steam Mop,1,119.99,119.99,Europe,Debit Card,4,Cleans floors beautifully without chemicals. Cord could be longer.
P700,13264,2024-12-13,Clothing,Everlane The Weekender Bag,1,115.00,115.00,Asia,PayPal,4,Simple, stylish, and spacious. The perfect travel bag.
P701,13265,2024-12-14,Books,Tomorrow, and Tomorrow, and Tomorrow,1,12.99,12.99,North America,Debit Card,5,A beautiful story about friendship and creativity. Masterful.
P702,13266,2024-12-14,Beauty Products,Dr. Jart+ Cicapair Tiger Grass Cream,1,52.00,52.00,Europe,Credit Card,5,Calms redness instantly. A miracle worker for sensitive skin.
P703,13267,2024-12-14,Sports,Brooks Adrenaline GTS 22,1,140.00,140.00,Asia,Credit Card,5,Perfect support for overpronation. My go-to running shoe for years.
P704,13268,2024-12-15,Electronics,Apple iPad Mini,1,499.00,499.00,North America,PayPal,4,Perfect size for reading and travel. Wish it had ProMotion display.
P705,13269,2024-12-15,Home Appliances,Vitamix Immersion Blender,1,99.99,99.99,Europe,Debit Card,3,Powerful but awkward to hold and clean.
P706,13270,2024-12-15,Clothing,Patagonia Baggies Shorts,1,49.00,49.00,Asia,Credit Card,5,The only shorts I need for summer. Durable and quick-drying.
P707,13271,2024-12-16,Books,The Covenant of Water,1,16.99,16.99,North America,Credit Card,4,Epic and beautifully written but quite long. Worth the commitment.
P708,13272,2024-12-16,Beauty Products,Kosas Cloud Set Powder,1,35.00,35.00,Europe,PayPal,5,Sets makeup without looking cakey. Gives a beautiful finish.
P709,13273,2024-12-16,Sports,Hydro Flask Wide Mouth,1,44.95,44.95,Asia,Debit Card,5,The best water bottle I've owned. Durable and keeps temperature perfectly.
P710,13274,2024-12-17,Electronics,Garmin Venu 3,1,449.99,449.99,North America,Credit Card,5,Excellent health tracking and battery life. Love the new features.
P711,13275,2024-12-17,Home Appliances,KitchenAid Pasta Roller,1,149.99,149.99,Europe,Credit Card,4,Makes pasta making so much easier. Cleanup is a bit tedious.
P712,13276,2024-12-17,Clothing,Vuori Ponto Performance Pant,1,84.00,84.00,Asia,PayPal,5,The most comfortable pants ever. Perfect for travel and lounging.
P713,13277,2024-12-18,Books,Babel,1,14.99,14.99,North America,Debit Card,5,Brilliant dark academia fantasy. The themes are incredibly relevant.
P714,13278,2024-12-18,Beauty Products,Summer Fridays Jet Lag Mask,1,28.00,28.00,Europe,Credit Card,3,Hydrating but the texture is strange. Not worth the hype for me.
P715,13279,2024-12-18,Sports,On Cloud 5,1,139.99,139.99,Asia,Credit Card,4,Lightweight and comfortable for all-day wear. Unique cushioning.
P716,13280,2024-12-19,Electronics,Sony A7IV Camera,1,2499.99,2499.99,North America,PayPal,5,Worth every penny for professional work. Image quality is stunning.
P717,13281,2024-12-19,Home Appliances,Breville Smart Oven Air,1,399.99,399.99,Europe,Debit Card,5,Replaces my toaster and conventional oven. Cooks everything perfectly.
P718,13282,2024-12-19,Clothing,Reformation Zenni Dress,1,218.00,218.00,Asia,Credit Card,2,Fabric is cheap and the fit is awkward. Very disappointing.
P719,13283,2024-12-20,Books,The Housemaid,1,9.99,9.99,North America,Credit Card,4,Addictive thriller with great twists. A quick, entertaining read.
P720,13284,2024-12-20,Beauty Products,Rare Beauty Liquid Blush,1,23.00,23.00,Europe,PayPal,5,Incredibly pigmented and blendable. My new favorite blush.
P721,13285,2024-12-20,Sports,Lululemon Wunder Train Leggings,1,98.00,98.00,Asia,Debit Card,5,Perfect for intense workouts. Squat-proof and comfortable.
P722,13286,2024-12-21,Electronics,Anker 733 Power Bank,1,99.99,99.99,North America,Credit Card,4,Charges laptop and phone simultaneously. Essential for travel.
P723,13287,2024-12-21,Home Appliances,Simplehuman Soap Dispenser,1,49.99,49.99,Europe,Credit Card,3,Looks sleek but requires specific soap refills. Expensive to maintain.
P724,13288,2024-12-21,Clothing,Madewell Roadtripper Jumpsuit,1,98.00,98.00,Asia,PayPal,4,Comfortable and flattering. The fabric is surprisingly durable.
P725,13289,2024-12-22,Books,Spare,1,17.99,17.99,North America,Debit Card,3,Interesting insights but poorly edited. Could have been shorter.
P726,13290,2024-12-22,Beauty Products,Ilia Limitless Lash Mascara,1,28.00,28.00,Europe,Credit Card,2,Flakes terribly by midday. Smudges under my eyes.
P727,13291,2024-12-22,Sports,Nike Alphafly 2,1,285.00,285.00,Asia,Credit Card,5,Incredible energy return for racing. Worth it for serious runners.
P728,13292,2024-12-23,Electronics,Microsoft Surface Pro 9,1,1299.99,1299.99,North America,Credit Card,4,Versatile and powerful. The keyboard should be included at this price.
P729,13293,2024-12-23,Home Appliances,Philips Airfryer XXL,1,349.99,349.99,Europe,PayPal,5,Perfect for family cooking. Even heating and easy to clean.
P730,13294,2024-12-23,Clothing,Arcteryx Atom LT Hoody,1,259.00,259.00,Asia,Debit Card,5,The perfect mid-layer. Warm, breathable, and lightweight.
P731,13295,2024-12-24,Books,A Court of Thorns and Roses,1,11.99,11.99,North America,Credit Card,5,Addictive fantasy romance. The world-building is incredible.
P732,13296,2024-12-24,Beauty Products,Drunk Elephant T.L.C. Framboos,1,90.00,90.00,Europe,Credit Card,4,Really smooths skin texture. Strong so start slow.
P733,13297,2024-12-24,Sports,Hoka Clifton 9,1,144.95,144.95,Asia,Credit Card,5,Plush comfort for long runs. Great for high mileage.
P734,13298,2024-12-25,Electronics,Oculus Quest 3,1,499.99,499.99,North America,PayPal,5,Mind-blowing mixed reality experiences. A huge leap forward.
P735,13299,2024-12-25,Home Appliances,Zojirushi Bread Maker,1,299.99,299.99,Europe,Debit Card,5,Makes perfect bread every time. The timer function is genius.
P736,13300,2024-12-25,Clothing,Patagonia Retro-X Fleece,1,179.00,179.00,Asia,Credit Card,4,Warm and stylish but pills more than I expected.
P737,13301,2024-12-26,Books,The Seven Year Slip,1,10.99,10.99,North America,Credit Card,4,Charming and magical romance. Perfect light read.
P738,13302,2024-12-26,Beauty Products,Charlotte Tilbury Flawless Filter,1,44.00,44.00,Europe,PayPal,5,Gives the most beautiful lit-from-within glow. Holy grail.
P739,13303,2024-12-26,Sports,Barbell Weight Set,1,299.99,299.99,Asia,Debit Card,4,Good quality for home gym. The bar could be better.
P740,13304,2024-12-27,Electronics,Samsung The Frame TV,1,1499.99,1499.99,North America,Credit Card,5,Beautiful when off. Art mode transforms the room.
P741,13305,2024-12-27,Home Appliances,KitchenAid Food Processor,1,229.99,229.99,Europe,Credit Card,4,Powerful and versatile. The attachments are game-changers.
P742,13306,2024-12-27,Clothing,Re/Done Classic Stretch Jeans,1,185.00,185.00,Asia,PayPal,3,Great sustainable concept but the fit is inconsistent.
P743,13307,2024-12-28,Books,Happy Place,1,11.49,11.49,North America,Debit Card,4,Emotional second-chance romance. The friend group is goals.
P744,13308,2024-12-28,Beauty Products,Sol de Janeiro Bum Bum Cream,1,45.00,45.00,Europe,Credit Card,5,Addictive scent and great texture. Moisturizes without greasiness.
P745,13309,2024-12-28,Sports,Nike Yoga Mat,1,62.00,62.00,Asia,Credit Card,3,Good grip but too thin for my joints. Not for everyone.
P746,13310,2024-12-29,Electronics,Logitech C920x Webcam,1,79.99,79.99,North America,Credit Card,5,Crystal clear video for remote work. Easy plug-and-play setup.
P747,13311,2024-12-29,Home Appliances,Ember Mug²,1,129.99,129.99,Europe,PayPal,2,Gimmicky and poor battery life. Not worth the high price.
P748,13312,2024-12-29,Clothing,Aritzia Tna Butter Hoodie,1,65.00,65.00,Asia,Debit Card,5,Incredibly soft and cozy. Washes well without pilling.
P749,13313,2024-12-30,Books,The Woman in Me,1,16.99,16.99,North America,Credit Card,5,Heartbreaking and powerful. Britney's story in her own words.
P750,13314,2024-12-30,Beauty Products,Glow Recipe Avocado Melt Retinol Eye Cream,1,42.00,42.00,Europe,Credit Card,4,Gentle but effective for fine lines. Nice creamy texture.
P751,13315,2024-12-30,Sports,Apple Fitness+,1,9.99,9.99,Asia,PayPal,5,Worth every penny. The trainers are motivating and classes are diverse.
P752,13316,2024-12-31,Electronics,Dyson V15 Detect,1,749.99,749.99,North America,Credit Card,5,Unbelievable suction and the laser is genius. Best vacuum ever.
P753,13317,2024-12-31,Home Appliances,Weber Smokey Mountain Cooker,1,439.00,439.00,Europe,Credit Card,5,Makes competition-level BBQ. Holds temperature perfectly.
P754,13318,2024-12-31,Clothing,Canada Goose HyBridge Base Hoody,1,395.00,395.00,Asia,Debit Card,4,Excellent technical layer but very expensive for what it is.
